Species1,Species2,MedianDistance
CHICK,GEKGE,0.052816304499999994
CHICK,GEOSA,0.11543510300000001
CHICK,GORGO,0.1997441015
CHICK,GYMAC,0.4957987825
CHICK,HETGA,0.156254461
CHICK,HIPAR,0.129365294
CHICK,HUMAN,0.11889945
CHICK,HYLLA,0.08424853800000001
CHICK,ICTPU,0.3549735645
CHICK,LATCH,0.150439764
CHICK,LEPWE,0.091238967
CHICK,LOXAF,0.098473649
CHICK,MARMA,0.087472944
CHICK,MELGA,0.19509990849999997
CHICK,MELUD,0.23254691049999998
CHICK,MERPO,1.8935335695
CHICK,MICMU,0.077480981
CHICK,MICOH,0.080522583
CHICK,MONDO,0.0430229265
CHICK,MONMO,0.0952395505
CHICK,MOUSE,0.0915018975
CHICK,MUSCR,0.096161286
CHICK,MUSPF,0.102499028
CHICK,MYOPI,0.088857886
CHICK,NEOAA,0.115735956
CHICK,NEOSC,0.10444082200000002
CHICK,NOMLE,0.13385043800000002
CHICK,OCTDE,0.1074793755
CHICK,ODORO,0.0947505
CHICK,ODOVR,0.103998231
CHICK,ORNAN,0.0600517045
CHICK,ORYAF,0.09840195499999999
CHICK,PANGU,0.369278307
CHICK,PANPR,0.088986274
CHICK,PANTR,0.074719492
CHICK,PARLB,0.11977386500000001
CHICK,PATFA,0.1247618635
CHICK,PELSI,0.044007834499999995
CHICK,PHOSS,0.11573593100000001
CHICK,PHYMC,0.11274796349999999
CHICK,PONAB,0.077563147
CHICK,PONPY,0.077563152
CHICK,PROSS,0.0774809835
CHICK,PTEVA,0.149368499
CHICK,PUMCO,0.131189143
CHICK,RAT,0.083808616
CHICK,RHIFE,0.13154074100000002
CHICK,RHIRO,0.07471947000000001
CHICK,SACKO,1.6892356075000001
CHICK,SAGOE,0.320154512
CHICK,SALNM,0.3762455895
CHICK,SAPAP,0.08425082
CHICK,SARHA,0.040510779
CHICK,SCHHA,5.0237706265
CHICK,SURSU,0.09862462400000001
CHICK,TAEGU,0.04628682
CHICK,TAPME,0.07934473
CHICK,TRASC,0.0422572695
CHICK,TRIMA,0.147951879
CHICK,TURTR,0.1108696905
CHICK,TYLPA,0.107245163
CHICK,UROPR,0.087472944
CHICK,URSMA,0.165010189
CHICK,VICPA,0.129844603
CHICK,VULVU,0.109781513
CHICK,XENLA,0.1293292715
CHICK,XENTR,0.12174490249999999
CHICK,ZALCA,0.09946236
CHILA,NOMLE,0.021764617
CHILA,PANTR,0.0225434145
CHILA,PONAB,0.024608309000000002
CHILA,PONPY,0.024608314
CHILA,TAPME,0.023279138
CHRAS,9CHIR,0.0351164085
CHRAS,9SAUR,0.43291243300000004
CHRAS,BALAC,0.053438181
CHRAS,BALMU,0.054951357
CHRAS,BISBB,0.057155925999999996
CHRAS,BOSGR,0.0453393025
CHRAS,BOSIN,0.045339307499999995
CHRAS,BOVIN,0.0551586145
CHRAS,CALJA,0.082285563
CHRAS,CEBIM,0.048613755999999994
CHRAS,CHILA,0.046047662
CHRAS,CHRAS,0.0064328605
CHRAS,CYNSP,0.11113135199999999
CHRAS,DELLE,0.087166462
CHRAS,EOSFB,0.036999863
CHRAS,EQUPR,0.049418549
CHRAS,ERIEU,0.046546779499999996
CHRAS,GORGO,0.06798948399999999
CHRAS,HETGA,0.105818046
CHRAS,HUMAN,0.06798950000000001
CHRAS,HYLLA,0.033812128
CHRAS,LOXAF,0.048037238999999995
CHRAS,MARMA,0.037036533999999996
CHRAS,MONMO,0.04480314
CHRAS,MOUSE,0.0425428635
CHRAS,MUSCR,0.045724876
CHRAS,MYOPI,0.038421475999999996
CHRAS,NEOAA,0.0613493245
CHRAS,NOMLE,0.033812084500000006
CHRAS,ODOVR,0.053561820999999996
CHRAS,PANGU,0.31884189700000004
CHRAS,PANTR,0.025840633000000002
CHRAS,PHOSS,0.065299521
CHRAS,PHYMC,0.0652046275
CHRAS,PONAB,0.027126772
CHRAS,PONPY,0.027126772
CHRAS,PTEVA,0.1008290615
CHRAS,PUMCO,0.08561898700000001
CHRAS,RAT,0.033372206
CHRAS,SAPAP,0.033814409999999996
CHRAS,TAPME,0.028908319999999998
CHRAS,TRIMA,0.098108344
CHRAS,TURTR,0.061349324000000004
CHRAS,UROPR,0.037036533999999996
CLUHA,9AMPH,0.49482837599999996
CLUHA,9CHIR,0.48256278199999997
CLUHA,9CICH,0.262192733
CLUHA,9PASS,0.6606347085
CLUHA,9PLAT,3.8135764685
CLUHA,9PRIM,0.47449096199999996
CLUHA,9SAUR,0.8803587989999999
CLUHA,9TELE,0.272373341
CLUHA,ACIJB,0.485996215
CLUHA,ACIOX,0.35749934699999997
CLUHA,AILME,0.4985889
CLUHA,ARAGI,0.5820003945
CLUHA,ARCCL,0.504479496
CLUHA,ASEST,0.522607488
CLUHA,ATHCN,0.49690596099999995
CLUHA,AUSLI,0.26746044449999995
CLUHA,AYTFU,0.42603403199999995
CLUHA,BALAC,0.5008845495
CLUHA,BALMU,0.502397723
CLUHA,BETSP,0.25635091200000004
CLUHA,BISBB,0.504602292
CLUHA,BOSGR,0.492785668
CLUHA,BOSIN,0.492785681
CLUHA,BOVIN,0.4993885775
CLUHA,CALJA,0.529731934
CLUHA,CALUR,0.498013993
CLUHA,CAMBA,0.49379385750000004
CLUHA,CAMFR,0.490026455
CLUHA,CANLF,0.515191515
CLUHA,CASCN,0.507935323
CLUHA,CATUS,0.5765400155
CLUHA,CAVPO,0.47736280999999997
CLUHA,CEBIM,0.496060122
CLUHA,CHACN,0.251321639
CLUHA,CHICK,0.40917204099999993
CLUHA,CHILA,0.493494028
CLUHA,CHRAS,0.496012486
CLUHA,COEFR,0.531176728
CLUHA,COTCN,2.9349696190000003
CLUHA,COTGO,0.245863015
CLUHA,COTJA,0.668745905
CLUHA,CRIGR,0.480696121
CLUHA,CYNSP,0.558577723
CLUHA,DANRE,0.33296459749999996
CLUHA,DELLE,0.534612828
CLUHA,DIPOR,0.520700846
CLUHA,ECHTE,0.51734256
CLUHA,EOSFB,0.484446229
CLUHA,EQUAS,0.46669008549999996
CLUHA,EQUPR,0.465864996
CLUHA,ERIEU,0.4922217745
CLUHA,FELCA,0.493310481
CLUHA,FICAL,0.49186009599999997
CLUHA,GEKGE,0.40980956199999996
CLUHA,GEOSA,0.49867742649999997
CLUHA,GORGO,0.538645376
CLUHA,GYMAC,0.29947362
CLUHA,HETGA,0.553264417
CLUHA,HIPAR,0.52637525
CLUHA,HUMAN,0.510609427
CLUHA,HYLLA,0.481258494
CLUHA,ICTPU,0.231610687
CLUHA,LEPWE,0.4895367915
CLUHA,LOXAF,0.495483605
CLUHA,MARMA,0.4844829
CLUHA,MERPO,1.745852465
CLUHA,MICMU,0.47449094199999997
CLUHA,MICOH,0.477532539
CLUHA,MONMO,0.4922495065
CLUHA,MOUSE,0.489250544
CLUHA,MUSCR,0.493171242
CLUHA,MUSPF,0.500890823
CLUHA,MYOPI,0.485867842
CLUHA,NEOAA,0.5055792875
CLUHA,NEOSC,0.501450773
CLUHA,NOMLE,0.48125846299999997
CLUHA,OCTDE,0.505430249
CLUHA,ODORO,0.493657432
CLUHA,ODOVR,0.5010081869999999
CLUHA,ORYAF,0.495411911
CLUHA,PANGU,0.766288263
CLUHA,PANPR,0.485996225
CLUHA,PANTR,0.47241892399999996
CLUHA,PARLB,0.517732311
CLUHA,PATFA,0.4904765569999999
CLUHA,PHOSS,0.512745887
CLUHA,PHYMC,0.5078100805
CLUHA,PONAB,0.474573103
CLUHA,PONPY,0.474573108
CLUHA,PROSS,0.47538646949999996
CLUHA,PTEVA,0.548275435
CLUHA,PUMCO,0.500661444
CLUHA,RAT,0.480818572
CLUHA,RHIFE,0.530447672
CLUHA,RHIRO,0.471729426
CLUHA,SACKO,1.541554503
CLUHA,SAGOE,0.7190614479999999
CLUHA,SALNM,0.179920427
CLUHA,SAPAP,0.481260776
CLUHA,SARHA,0.407173985
CLUHA,SCHHA,4.876089522
CLUHA,SURSU,0.497260455
CLUHA,TAEGU,0.41060643999999996
CLUHA,TAPME,0.47635468599999997
CLUHA,TRIMA,0.5455547199999999
CLUHA,TURTR,0.505579287
CLUHA,TYLPA,0.505203609
CLUHA,UROPR,0.4844829
CLUHA,URSMA,0.562968635
CLUHA,VICPA,0.5097531415000001
CLUHA,VULVU,0.4949875455
CLUHA,XENLA,0.5273714565000001
CLUHA,XENTR,0.518754861
CLUHA,ZALCA,0.496472316
COEFR,9CHIR,0.083301458
COEFR,9PRIM,0.076673628
COEFR,9SAUR,0.48254146499999995
COEFR,ACIJB,0.06342498499999999
COEFR,AILME,0.069418124
COEFR,ASEST,0.011614902
COEFR,BALAC,0.10306721299999999
COEFR,BALMU,0.104580389
COEFR,BISBB,0.10678495799999999
COEFR,BOSGR,0.09496833399999999
COEFR,BOSIN,0.09496834199999998
COEFR,BOVIN,0.10157124349999999
COEFR,CALJA,0.1319146
COEFR,CALUR,0.075442777
COEFR,CAMBA,0.0674552365
COEFR,CAMFR,0.067455239
COEFR,CASCN,0.0853641045
COEFR,CAVPO,0.079545476
COEFR,CEBIM,0.098242788
COEFR,CHILA,0.09567669399999999
COEFR,CHRAS,0.098195152
COEFR,CRIGR,0.082878787
COEFR,CYNSP,0.160760389
COEFR,DELLE,0.136795494
COEFR,EOSFB,0.086628895
COEFR,EQUPR,0.0990475785
COEFR,ERIEU,0.09440444049999999
COEFR,FELCA,0.064980593
COEFR,GORGO,0.140828042
COEFR,HETGA,0.15544708299999999
COEFR,HUMAN,0.11279209299999998
COEFR,HYLLA,0.08344115999999999
COEFR,LOXAF,0.097666271
COEFR,MARMA,0.086665566
COEFR,MICMU,0.07667360799999999
COEFR,MICOH,0.079715205
COEFR,MONMO,0.0944321725
COEFR,MOUSE,0.09143320999999999
COEFR,MUSCR,0.09535390799999999
COEFR,MUSPF,0.078319607
COEFR,MYOPI,0.088050508
COEFR,NEOAA,0.1077619535
COEFR,NEOSC,0.086006629
COEFR,NOMLE,0.07867660799999998
COEFR,OCTDE,0.069873619
COEFR,ODORO,0.073901095
COEFR,ODOVR,0.103190853
COEFR,ORYAF,0.081032195
COEFR,PANGU,0.368470929
COEFR,PANPR,0.060439484
COEFR,PANTR,0.07460159
COEFR,PHOSS,0.11492855299999999
COEFR,PHYMC,0.10999274649999999
COEFR,PONAB,0.076755769
COEFR,PONPY,0.076755774
COEFR,PROSS,0.0775691355
COEFR,PTEVA,0.15045810099999998
COEFR,PUMCO,0.1352480205
COEFR,RAT,0.08300123799999999
COEFR,RHIRO,0.073912092
COEFR,SAPAP,0.08344344199999999
COEFR,SURSU,0.06794415100000001
COEFR,TAPME,0.07853735199999999
COEFR,TRIMA,0.146551611
COEFR,TURTR,0.107761953
COEFR,UROPR,0.086665566
COEFR,VICPA,0.066066705
COEFR,VULVU,0.067916125
COEFR,ZALCA,0.0739011
COTCN,9AMPH,3.132145543
COTCN,9CHIR,3.119879949
COTCN,9PASS,3.2979518755
COTCN,9PLAT,5.257197801
COTCN,9PRIM,3.111808129
COTCN,9SAUR,3.517675966
COTCN,ACIJB,3.123313382
COTCN,ACIOX,2.994816514
COTCN,AILME,3.135906067
COTCN,ARAGI,2.805498253
COTCN,ARCCL,3.141796663
COTCN,ASEST,3.159924655
COTCN,ATHCN,3.134223128
COTCN,AYTFU,3.063351199
COTCN,BALAC,3.1382017165000002
COTCN,BALMU,3.13971489
COTCN,BISBB,3.141919459
COTCN,BOSGR,3.1301028349999998
COTCN,BOSIN,3.130102848
COTCN,BOVIN,3.1367057445
COTCN,CALJA,3.167049101
COTCN,CALUR,3.1353311600000002
COTCN,CAMBA,3.1311110245
COTCN,CAMFR,3.127343622
COTCN,CANLF,3.152508682
COTCN,CASCN,3.14525249
COTCN,CATUS,3.2138571825
COTCN,CAVPO,3.1146799769999998
COTCN,CEBIM,3.1333772890000002
COTCN,CHACN,2.8886388060000003
COTCN,CHICK,3.0464892079999997
COTCN,CHILA,3.130811195
COTCN,CHRAS,3.133329653
COTCN,COEFR,3.168493895
COTCN,COTJA,3.306063072
COTCN,CRIGR,3.118013288
COTCN,CYNSP,3.19589489
COTCN,DANRE,2.9702817645
COTCN,DELLE,3.171929995
COTCN,DIPOR,3.158018013
COTCN,ECHTE,3.154659727
COTCN,EOSFB,3.121763396
COTCN,EQUAS,3.1040072525
COTCN,EQUPR,3.103182163
COTCN,ERIEU,3.1295389415
COTCN,FELCA,3.130627648
COTCN,FICAL,3.129177263
COTCN,GEKGE,3.047126729
COTCN,GEOSA,3.1359945935
COTCN,GORGO,3.175962543
COTCN,HETGA,3.1905815840000002
COTCN,HIPAR,3.163692417
COTCN,HUMAN,3.147926594
COTCN,HYLLA,3.118575661
COTCN,ICTPU,2.868927854
COTCN,LEPWE,3.1268539585
COTCN,LOXAF,3.132800772
COTCN,MARMA,3.121800067
COTCN,MICMU,3.111808109
COTCN,MICOH,3.1148497059999998
COTCN,MONMO,3.1295666735000003
COTCN,MOUSE,3.126567711
COTCN,MUSCR,3.1304884090000002
COTCN,MUSPF,3.13820799
COTCN,MYOPI,3.123185009
COTCN,NEOAA,3.1428964545
COTCN,NEOSC,3.13876794
COTCN,NOMLE,3.11857563
COTCN,OCTDE,3.1427474159999997
COTCN,ODORO,3.130974599
COTCN,ODOVR,3.138325354
COTCN,ORYAF,3.132729078
COTCN,PANGU,3.40360543
COTCN,PANPR,3.123313392
COTCN,PANTR,3.1097360910000003
COTCN,PARLB,3.155049478
COTCN,PATFA,3.127793724
COTCN,PHOSS,3.150063054
COTCN,PHYMC,3.1451272475
COTCN,PONAB,3.11189027
COTCN,PONPY,3.111890275
COTCN,PROSS,3.1127036365
COTCN,PTEVA,3.185592602
COTCN,PUMCO,3.137978611
COTCN,RAT,3.118135739
COTCN,RHIFE,3.167764839
COTCN,RHIRO,3.109046593
COTCN,SACKO,3.25390695
COTCN,SAGOE,3.356378615
COTCN,SAPAP,3.118577943
COTCN,SARHA,3.044491152
COTCN,SCHHA,4.995782189
COTCN,SURSU,3.134577622
COTCN,TAEGU,3.047923607
COTCN,TAPME,3.113671853
COTCN,TRIMA,3.182871887
COTCN,TURTR,3.142896454
COTCN,TYLPA,3.142520776
COTCN,UROPR,3.121800067
COTCN,URSMA,3.2002858020000002
COTCN,VICPA,3.1470703085
COTCN,VULVU,3.1323047125
COTCN,XENLA,3.1646886235
COTCN,XENTR,3.156072028
COTCN,ZALCA,3.133789483
COTGO,9AMPH,0.49168299699999996
COTGO,9CHIR,0.47941740299999996
COTGO,9PASS,0.6574893294999999
COTGO,9PLAT,3.8104310894999998
COTGO,9PRIM,0.47134558299999996
COTGO,9SAUR,0.8772134199999999
COTGO,9TELE,1.8035301305
COTGO,ACIJB,0.482850836
COTGO,ACIOX,0.35435396799999996
COTGO,AILME,0.495443521
COTGO,ARAGI,0.5788550155
COTGO,ARCCL,0.501334117
COTGO,ASEST,0.519462109
COTGO,ATHCN,0.49376058199999995
COTGO,AYTFU,0.42288865299999995
COTGO,BALAC,0.4977391705
COTGO,BALMU,0.49925234399999996
COTGO,BISBB,0.501456913
COTGO,BOSGR,0.489640289
COTGO,BOSIN,0.48964030199999997
COTGO,BOVIN,0.4962431985
COTGO,CALJA,0.526586555
COTGO,CALUR,0.494868614
COTGO,CAMBA,0.49064847850000004
COTGO,CAMFR,0.486881076
COTGO,CANLF,0.512046136
COTGO,CASCN,0.504789944
COTGO,CATUS,0.5733946365
COTGO,CAVPO,0.47421743099999997
COTGO,CEBIM,0.492914743
COTGO,CHACN,0.24817625999999998
COTGO,CHICK,0.4060266619999999
COTGO,CHILA,0.49034864899999997
COTGO,CHRAS,0.49286710699999997
COTGO,COEFR,0.528031349
COTGO,COTCN,2.93182424
COTGO,COTJA,0.665600526
COTGO,CRIGR,0.477550742
COTGO,CYNSP,0.555432344
COTGO,DANRE,0.32981921849999996
COTGO,DELLE,0.531467449
COTGO,DIPOR,0.517555467
COTGO,ECHTE,0.514197181
COTGO,EOSFB,0.48130085
COTGO,EQUAS,0.46354470649999996
COTGO,EQUPR,0.46271961699999997
COTGO,ERIEU,0.4890763955
COTGO,FELCA,0.490165102
COTGO,FICAL,0.48871471699999997
COTGO,GEKGE,0.40666418299999996
COTGO,GEOSA,0.49553204749999996
COTGO,GORGO,0.535499997
COTGO,GYMAC,0.103277077
COTGO,HETGA,0.550119038
COTGO,HIPAR,0.523229871
COTGO,HUMAN,0.507464048
COTGO,HYLLA,0.478113115
COTGO,ICTPU,0.228465308
COTGO,LEPWE,0.4863914125
COTGO,LOXAF,0.492338226
COTGO,MARMA,0.481337521
COTGO,MERPO,1.742707086
COTGO,MICMU,0.47134556299999997
COTGO,MICOH,0.47438716
COTGO,MONMO,0.4891041275
COTGO,MOUSE,0.486105165
COTGO,MUSCR,0.490025863
COTGO,MUSPF,0.497745444
COTGO,MYOPI,0.482722463
COTGO,NEOAA,0.5024339085
COTGO,NEOSC,0.498305394
COTGO,NOMLE,0.47811308399999997
COTGO,OCTDE,0.50228487
COTGO,ODORO,0.490512053
COTGO,ODOVR,0.497862808
COTGO,ORYAF,0.492266532
COTGO,PANGU,0.763142884
COTGO,PANPR,0.482850846
COTGO,PANTR,0.46927354499999996
COTGO,PARLB,0.5145869319999999
COTGO,PATFA,0.4873311779999999
COTGO,PHOSS,0.509600508
COTGO,PHYMC,0.5046647015
COTGO,PONAB,0.471427724
COTGO,PONPY,0.471427729
COTGO,PROSS,0.47224109049999996
COTGO,PTEVA,0.545130056
COTGO,PUMCO,0.497516065
COTGO,RAT,0.477673193
COTGO,RHIFE,0.527302293
COTGO,RHIRO,0.468584047
COTGO,SACKO,1.538409124
COTGO,SAGOE,0.7159160689999999
COTGO,SAPAP,0.478115397
COTGO,SARHA,0.404028606
COTGO,SCHHA,4.872944143000001
COTGO,SURSU,0.494115076
COTGO,TAEGU,0.40746106099999996
COTGO,TAPME,0.47320930699999997
COTGO,TRIMA,0.5424093409999999
COTGO,TURTR,0.502433908
COTGO,TYLPA,0.50205823
COTGO,UROPR,0.481337521
COTGO,URSMA,0.559823256
COTGO,VICPA,0.5066077625000001
COTGO,VULVU,0.4918421665
COTGO,XENLA,0.5242260775
COTGO,XENTR,0.515609482
COTGO,ZALCA,0.493326937
COTJA,9AMPH,0.330430524
COTJA,9ANUR,0.3172262655
COTJA,9AVES,0.2615552245
COTJA,9CHIR,0.31527695
COTJA,9CICH,0.688819321
COTJA,9PASE,0.2127005945
COTJA,9PASS,0.4328571325
COTJA,9PLAT,4.1835689045
COTJA,9PRIM,0.30547176299999995
COTJA,9SAUR,0.282682463
COTJA,9TELE,0.6981288889999999
COTJA,ACIJB,0.316977016
COTJA,ACIOX,0.3921343615
COTJA,AILME,0.327591488
COTJA,ALLSI,0.2607906545
COTJA,ARAGI,0.9519928304999999
COTJA,ARCCL,0.335460297
COTJA,ASEST,0.353588289
COTJA,ATHCN,0.336760505
COTJA,AUSLI,0.6949681885
COTJA,AYTFU,0.2906207665
COTJA,BALAC,0.33392237399999997
COTJA,BALMU,0.33337852399999995
COTJA,BETSP,0.6852881685000001
COTJA,BISBB,0.335583093
COTJA,BOSGR,0.32376646899999995
COTJA,BOSIN,0.328387824
COTJA,BOVIN,0.32607714050000003
COTJA,CALJA,0.360712735
COTJA,CALUR,0.328994794
COTJA,CAMBA,0.329396005
COTJA,CAMFR,0.321007256
COTJA,CANLF,0.3484829895
COTJA,CASCN,0.340879621
COTJA,CATUS,0.328607665
COTJA,CAVPO,0.308343611
COTJA,CEBIM,0.327040923
COTJA,CHACN,0.556846996
COTJA,CHEAB,0.2709590025
COTJA,CHESE,0.2709306585
COTJA,CHICK,0.26724066299999993
COTJA,CHILA,0.32447482899999996
COTJA,CHRAS,0.33161462399999997
COTJA,CLUHA,0.6756349845
COTJA,COEFR,0.362157529
COTJA,COTCN,3.3129521515
COTJA,COTGO,0.6724896055
COTJA,COTJA,0.4355249245
COTJA,CRIGR,0.31167692199999997
COTJA,CROPO,0.2517570605
COTJA,CYACU,0.2203535985
COTJA,CYNSP,0.38955852399999996
COTJA,DANRE,0.6849774064999999
COTJA,DELLE,0.365593629
COTJA,DIPOR,0.351681647
COTJA,ECHTE,0.35063403449999997
COTJA,EOSFB,0.31542703
COTJA,EQUAS,0.29998156
COTJA,EQUPR,0.3040524295
COTJA,ERIEU,0.3232025755
COTJA,EUBMA,0.2924731305
COTJA,FELCA,0.3232106595
COTJA,FICAL,0.2522992235
COTJA,GEKGE,0.2831177325
COTJA,GEOFO,0.2236840115
COTJA,GEOSA,0.33925752099999995
COTJA,GORGO,0.352418263
COTJA,GYMAC,0.7261002105
COTJA,HETGA,0.384245218
COTJA,HIPAR,0.357356051
COTJA,HUMAN,0.341590228
COTJA,HYLLA,0.312239295
COTJA,ICTPU,0.5875856575
COTJA,LATCH,0.37989980850000005
COTJA,LEPWE,0.3205175925
COTJA,LOXAF,0.326464406
COTJA,MARMA,0.315463701
COTJA,MELGA,0.2365385575
COTJA,MELUD,0.2503351335
COTJA,MERPO,2.1238349975
COTJA,MICMU,0.30547174299999996
COTJA,MICOH,0.30851334
COTJA,MONDO,0.2733243545
COTJA,MONMO,0.3232303075
COTJA,MOUSE,0.32023134499999995
COTJA,MUSCR,0.324152043
COTJA,MUSPF,0.331871624
COTJA,MYOPI,0.316848643
COTJA,NEOAA,0.33190062099999995
COTJA,NEOSC,0.331593873
COTJA,NOMLE,0.31223926399999996
COTJA,OCTDE,0.33641105
COTJA,ODORO,0.323851061
COTJA,ODOVR,0.331988988
COTJA,ORNAN,0.2903531325
COTJA,ORYAF,0.326392712
COTJA,PANGU,0.597269064
COTJA,PANPR,0.315627323
COTJA,PANTR,0.30339972499999995
COTJA,PARLB,0.3510237855
COTJA,PATFA,0.3550632915
COTJA,PELSI,0.2743092625
COTJA,PHOSS,0.343726688
COTJA,PHYMC,0.3387908755
COTJA,PONAB,0.305553904
COTJA,PONPY,0.305553909
COTJA,PROSS,0.3063672705
COTJA,PTEVA,0.35825905449999995
COTJA,PUMCO,0.333328316
COTJA,RAT,0.311799373
COTJA,RHIFE,0.361428468
COTJA,RHIRO,0.302710227
COTJA,SACKO,1.9195370355
COTJA,SAGOE,0.550042249
COTJA,SALNM,0.6065470175000001
COTJA,SAPAP,0.312241577
COTJA,SARHA,0.2717606995
COTJA,SCHHA,5.2540720545
COTJA,SURSU,0.32611751499999997
COTJA,TAEGU,0.272882501
COTJA,TAPME,0.30733548699999996
COTJA,TRASC,0.2725586975
COTJA,TRIMA,0.3765355265
COTJA,TURTR,0.33081424149999994
COTJA,TYLPA,0.3384950835
COTJA,UROPR,0.315463701
COTJA,URSMA,0.3962601095
COTJA,VICPA,0.33606695200000003
COTJA,VULVU,0.327408849
COTJA,XENLA,0.360662931
COTJA,XENTR,0.353634821
COTJA,ZALCA,0.327453117
CRIGR,9CHIR,0.018356061
CRIGR,9SAUR,0.41759606800000004
CRIGR,BALAC,0.038121816
CRIGR,BALMU,0.039634992
CRIGR,BISBB,0.041839561
CRIGR,BOSGR,0.030022937
CRIGR,BOSIN,0.030022945000000002
CRIGR,BOVIN,0.0366258465
CRIGR,CALJA,0.066969203
CRIGR,CEBIM,0.033297390999999996
CRIGR,CHILA,0.030731297
CRIGR,CHRAS,0.027726763
CRIGR,CYNSP,0.09581499199999999
CRIGR,DELLE,0.071850097
CRIGR,EOSFB,0.021683498000000002
CRIGR,EQUPR,0.034102181499999995
CRIGR,ERIEU,0.0294590435
CRIGR,GORGO,0.075882645
CRIGR,HETGA,0.090501686
CRIGR,HUMAN,0.047846695999999994
CRIGR,HYLLA,0.018495763
CRIGR,LOXAF,0.032720874
CRIGR,MARMA,0.021720169
CRIGR,MICMU,0.006205194
CRIGR,MONMO,0.0294867755
CRIGR,MOUSE,0.026487813
CRIGR,MUSCR,0.030408511
CRIGR,MYOPI,0.023105110999999998
CRIGR,NEOAA,0.0428165565
CRIGR,NOMLE,0.013731221000000002
CRIGR,ODOVR,0.038245456
CRIGR,PANGU,0.30352553200000004
CRIGR,PANTR,0.009656193
CRIGR,PHOSS,0.049983156
CRIGR,PHYMC,0.0450473495
CRIGR,PONAB,0.011810402
CRIGR,PONPY,0.011810406999999998
CRIGR,PROSS,0.006205194
CRIGR,PTEVA,0.085512704
CRIGR,PUMCO,0.070302626
CRIGR,RAT,0.018055841000000003
CRIGR,SAPAP,0.018498044999999998
CRIGR,TAPME,0.013591955
CRIGR,TRIMA,0.081606214
CRIGR,TURTR,0.042816556
CRIGR,UROPR,0.021720169
CROAD,9AMPH,0.42923334599999996
CROAD,9ANUR,0.608717197
CROAD,9AVES,0.41137917150000003
CROAD,9CHIR,0.41696775199999997
CROAD,9CICH,0.817357991
CROAD,9PASE,0.424764542
CROAD,9PASS,0.449354948
CROAD,9PLAT,4.3200976685
CROAD,9PRIM,0.40889593199999996
CROAD,9SAUR,0.43279671399999997
CROAD,9TELE,0.8272212145
CROAD,ACIJB,0.420401185
CROAD,ACIOX,0.520673029
CROAD,AILME,0.43299387
CROAD,ALLSI,0.38932932200000003
CROAD,ANOCA,0.369904497
CROAD,ARAGI,1.0885215945
CROAD,ARCCL,0.43888446600000003
CROAD,ASEST,0.457012458
CROAD,ATHCN,0.547885555
CROAD,AUSLI,0.8226257025
CROAD,AYTFU,0.419159434
CROAD,BALAC,0.4352895195
CROAD,BALMU,0.43680269299999996
CROAD,BETSP,0.81151617
CROAD,BISBB,0.439007262
CROAD,BOSGR,0.427190638
CROAD,BOSIN,0.427190651
CROAD,BOVIN,0.4337935475
CROAD,CALJA,0.46413690399999996
CROAD,CALUR,0.432418963
CROAD,CAMBA,0.42819882750000005
CROAD,CAMFR,0.42443142500000003
CROAD,CANLF,0.449596485
CROAD,CASCN,0.442340293
CROAD,CATUS,0.493767028
CROAD,CAVPO,0.41176778
CROAD,CEBIM,0.430465092
CROAD,CHACN,0.685480215
CROAD,CHEAB,0.39949767
CROAD,CHESE,0.399469326
CROAD,CHICK,0.407163696
CROAD,CHILA,0.427898998
CROAD,CHRAS,0.430417456
CROAD,CLUHA,0.804173652
CROAD,COEFR,0.465581698
CROAD,COTCN,3.441490819
CROAD,COTGO,0.801028273
CROAD,COTJA,0.635154453
CROAD,CRIGR,0.415101091
CROAD,CROPO,0.385708076
CROAD,CYACU,0.497513501
CROAD,CYNSP,0.49298269299999997
CROAD,DANRE,0.8151675675
CROAD,DELLE,0.469017798
CROAD,DIPOR,0.455105816
CROAD,ECHTE,0.45174753
CROAD,EOSFB,0.418851199
CROAD,EQUAS,0.40192016999999997
CROAD,EQUPR,0.400269966
CROAD,ERIEU,0.4266267445
CROAD,EUBMA,0.421011798
CROAD,FELCA,0.427715451
CROAD,FICAL,0.481990937
CROAD,GEKGE,0.41165640000000003
CROAD,GEKJA,0.45540548200000003
CROAD,GEOFO,0.44893082100000004
CROAD,GEOSA,0.43308239649999997
CROAD,GORGO,0.47305034599999995
CROAD,GYMAC,0.854638878
CROAD,HETGA,0.48766938699999995
CROAD,HIPAR,0.46078022
CROAD,HUMAN,0.445014397
CROAD,HYLLA,0.415663464
CROAD,ICTPU,0.713813657
CROAD,LATCH,0.508438476
CROAD,LEPWE,0.4239417615
CROAD,LOXAF,0.429888575
CROAD,MARMA,0.41888787
CROAD,MELGA,0.405266716
CROAD,MELUD,0.4193957695
CROAD,MERPO,2.252373665
CROAD,MICMU,0.408895912
CROAD,MICOH,0.41193750900000004
CROAD,MONDO,0.401863022
CROAD,MONMO,0.4266544765
CROAD,MOUSE,0.423655514
CROAD,MUSCR,0.427576212
CROAD,MUSPF,0.435295793
CROAD,MYOPI,0.420272812
CROAD,NAJNA,0.434669051
CROAD,NEOAA,0.4399842575
CROAD,NEOSC,0.435855743
CROAD,NOMLE,0.41566343299999997
CROAD,NOTPE,0.433327367
CROAD,OCTDE,0.439835219
CROAD,ODORO,0.428062402
